,Air Conditioning,Alarm,Balcony,Bike Paths,Bike room,Bus,Cable,Carpeted Floors,Central Vac,City views,Common Terrace,Concierge,Concrete Building,Corner Unit,Courtyard,Covered,Dishwasher,Disposal,Double garage,Electricity,Elevator,Extra-Wide Doorways,Fenced Backyard,Fire-Pit,Fireplace,Fitness Area,Fridge,Golf Course,Guest Parking,Guest Suite,Hardwood Floors,Heat,Hot-Tub,In-suite Storage,Internet,Internet Access,Jetted Tub/Jacuzzi,Lake,Laminate Floors,Laundry - Coin/Card,Laundry - In Suite,Laundry - Shared,Laundry Hookups,Linoleum Flooring,Luxury Vinyl Plank Flooring,Microwave,Mountain views,On-Site Management,Outdoor,Outdoor Pool,Oven/Stove,Party/Games Room,Patio/Deck,Penthouse Unit,Playground/Park,Pool,Private Entry,Public Library,Rent-to-Own,River,River Views,Sauna,Secure Entry,Shopping Center,Single garage,Skylight,Sports Complex,Steam Room,Storage Lockers,Street,Swimming Pool,Tennis Courts,Theatre,Tile Flooring,Train Access,Underground,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Walk-Out Basement,Walk-Up,Water,Wheelchair Access,Window Coverings,Zero-Step Entrance,acadia_clinic_DRIVING,availability_date,baths,beds,cole_home_TRANSIT,cole_home_WALKING,deposit,description,furnishing,lat,lease_term,listing_url,lon,name,price,sq_feet,sublisting,tiff_home_DRIVING,timestamp,type,unit_name,unit_notes,wildlife_DRIVING
,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,"May 01, 2020",2 ba,3 bd,,,$1995,"Updated, clean and quiet character home in the trendy and convenient neighbourhood of Sunnyside (""Kensington"") a short walk from Safeway, Community Natural Foods/Sidewalk Citizen Bakery, Cobs Bread, and many more stores, restaurants and pubs. Near bridges into the Bow River walking paths and downtown.
Open ground parking space at the back, and street parking.
The house has two main bedrooms and one bathroom with oversized shower on the main level. There is one large bedroom and bath with tub and shower downstairs, 
The upstairs has an open concept living area, dining area, and kitchen.
The downstairs is essentially a ""suite"" with fully developed large bedroom, bathroom and living/family room, (but not a separate kitchen).
There is a large storage room downstairs, and the laundry room is there.
There back yard is mainly decked, with trees and room between the deck and the parking spot. There is a small shed for storage. The backyard is fenced.
This house is not prone to flooding and did not flood in 2013 (the largest flood since 1932) unlike houses in other areas of Sunnyside.
The perfect house for a family to make their own (previous tenants parents took the downstairs bedroom and the kids took the upstairs ones). Or share the kitchen and laundry area with another couple, each having their own spaces. Otherwise a perfect house for two or three persons to live in together.
Pets are ok if they are calm and owners walk them, clean up after and they do not scratch or litter in the house.
NOTE - This house is available May 1, not before. Please fill out a rental application form on the website by clicking the drop box: ""Menu"", click ""Renters"" then click on the space for ""Rental Application"". I will be showing this house, and also showing 920 3rd Avenue NW (next door) on Saturday April 11th. Thank you.",Unfurnished,51.056121354054,Long Term,https://www.rentfaster.ca/404790,-114.083692137573,Suite 0,$1995.00,800,0,,2020-04-01 09:55:27.190059,House,,,
,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$1590,"Great PET FRIENDLY Eau Claire location. This 2 bedroom 2 bath condo is located in The Pavilions of Eau Claire.  This condo features 9 foot ceilings, new flooring, new paint, new stainless steel appliances, extra locked storage on balcony as well as storage cage in parking stall and one secured parking stall #70.  The spacious kitchen has white cabinets, corner gas fireplace in the living room, the split bedroom design makes this ideal for roommates or guests and en-suite laundry.  The large balcony with natural gas hook up for your BBQ sits nicely in the tree tops for maximum privacy and there is an additional storage room for your seasonal items built into the covered balcony.  The parking stall also has a a storage cage at the head of the stall.  This condo is convenient located close to everything - downtown office buildings, great restaurants and coffee shops, Eau Claire Market, Prince's Island Park and the river pathway system.  $1,590 per month, available, includes heat, water. Electricity by tenant. NO SMOKING of any kind, some pets allowed.  Call Barb at 403-660-5616 or email swalespropertymanagement@gmail.com for viewing.
Property Professionally Managed by: Swales Property Management & Realty Inc.",Unfurnished,51.050458299999995,Short Term,https://www.rentfaster.ca/292556,-114.07776080000001,Suite 0,$1590.00,904,0,,2020-04-01 09:56:28.002280,Apartment,,,
,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,Negotiable,1.5 ba,2 bd,,,$1800,"SIZE, LOCATION, VIEWS, RENOVATED. Inner City living at its Finest! 1100+ sq. ft.Inner city living at its finest! SIZE, LOCATION and RENOVATED backing onto forest high above the Bow River.Please read entire ad before responding. Thx. in advance. Availability is IMMEDIATE or negotiable. Nicest unit in complex. Concrete building. Parking right outside your front door (2 stalls). 1 year lease. ADULT living (21+), NON-SMOKING condo/complex.ONLY 10 minutes to downtown. Full wall of glass in living room looks out onto the forest. Condo fees and water INCLUDED.Pets: cats YES. Dogs NO. NO smoking. NO exceptions. VERY CLEAN and QUIET. Looking for and INSISTING on same. Located high above the Bow River (in Spruce Cliff) overlooking downtown. Concrete, 2-bedroom, 1.5 baths, 2 story townhouse bi-level style. FULLY renovated! Marble and porcelain tile finishes, Caesar Stone counter-top. NEW: plumbing, electrical, 6 NEW appliances including: glass-top range with dual (convection) ovens, 25 cu. ft. 4 door/drawer fridge with reverse osmosis water and cubed/crushed ice, dishwasher, laundry, high efficiency furnace, tank-less water heater, whole home humidifier, on demand water softener, powerful built-in vacuum, heated floors (can operate via Smartphone), Kohler soaker tub, 180 sq. ft. master bedroom with 175 cu. ft of closet space, laundry, 100% LED lighting (with dimmers) throughout, thermostat (can operate via Smartphone).",Unfurnished,51.0494093,Negotiable,https://www.rentfaster.ca/123075,-114.13426329999999,Suite 0,$1800.00,1100,0,,2020-04-01 09:57:28.576636,Condo,,,
,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,Immediate,2 ba,3 bd,,,$2300,"Welcome to this bright and immaculate bungalow with over 1,300 sqft. An oversized lot with a south-west facing backyard. The main floor has 3 bedrooms, full bath & hardwood flooring throughout except for the kitchen & bath. An addition has been built to add a mudroom, dining room & to extend the kitchen. There are` lots of cabinets, including a breakfast bar. From here you can access your lovely deck and yard. Enjoy summer BBQs with friends & family under mature trees. There is a vegetable garden & a single detached garage as well. Lower level offers a huge family room incl. office area, a fex room, full bath, laundry room and crafts room with work bench. Backs onto the highly regarded ""Maria Montessori School.""
All this in walking distance to Foothills & Children’s Hospital, off leash park & UoC. Just minutes to downtown. 
Please click here for a detailed community overview, including rental stats, closest schools, libraries, bus routes, distance to LRT, and distances to landmarks. --https://www.rentfaster.ca/ab/calgary/community/st-andrews-heights/
** All applicants to provide: Copy of Drivers License, Proof of Employment and Income, Credit Report and References. 
Call today for more information - 403.808.7205",Unfurnished,51.0630592,Long Term,https://www.rentfaster.ca/405298,-114.12262150000001,Suite 0,$2300.00,1308,0,,2020-04-01 09:58:29.132336,House,,,
,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,"Jul 01, 2020",2 ba,2 bd,,,$1800,"This condo is located in the SW downtown next to Bow River with a spectacular view of the mountain & the river. Convenient location - walking distance to DT shopping mall, LRT station, Bow River Pathway, Kensington, Eau Claire, Public Library, even your downtown office; and only 10-15 min drive from all major facilities such as Foothill Hospital, Alberta Children Hospital, U of C, Mount Royal College, and even Stampede Ground. This luxury condo come with 2 bedrooms, 2 full bath rooms, central A/C, 6 upgraded stainless steel appliances, granite countertop, one secure underground heated parking stall with storage cage, balcony with gas BBQ rough in, and fully equipped exercise facility & common area on the 36th floor with a spectacular view.  The building also provide daily Concierge Service, and heated visitor parking.",Unfurnished,51.048235,Long Term,https://www.rentfaster.ca/304375,-114.083092,Suite 0,$1800.00,850,0,,2020-04-01 09:59:29.614228,Condo,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,Immediate,2 ba,3 bd,,,1 month rent,"Looking for great family to occupy this beautiful home. Spacious 3 bdrms home near University of Calgary and downtown! Terrific location on a tree lined street in West Hillhurst. 
The upper suite features hardwood and lino flooring, 2 bedrooms and 1 full bath.  Good size windows with lots of natural lights. Full kitchen with fridge and stove. Approx 800sqft of living space.
The lower suite has a separate private access through the back of this home; features a shared washer and dryer and a great big yard. The basement comes with 1 bedroom, and 1 full bath. Good size window meeting city standard. Laminate and carpet flooring finish off this basement with approximately 650 sqft of living space. Close to many amenities. 
Whole house available asking $1600/month plus all utilities. 
Parking: Include 1 outdoor rear parking space; 1 garage space available for $50 extra per month. Lots of street parking.
 (half garage and half exterior is rented)
Please call or text 403-891-8967 to set up a viewing
Address: 2514 4 AVE NW (Please include address when inquiring)
Available: immediately (Do require 24 hours to view)
Pets: yes, but require landlord's approval and fees require
Kids: Yes, but require landlord's approval. 
Laundry: in suite
Rent:$1550/month 

More properties available at www.ymkproperties.com",Unfurnished,51.0562049,Long Term,https://www.rentfaster.ca/326747,-114.1187264,Suite 0,$1550.00,approx 1400,0,,2020-04-01 10:00:30.314631,House,,,
,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,Immediate,2 ba,3 bd,,,$2300,"Well-kept original 3 bedroom split-level house perfectly located in the highly desirable neighbourhood of Mayfair.  3 bedrooms and 2 bathrooms including the 4 piece ensuite are on the upper level.  Large back yard is well treed and fully enclosed, backing on to paths to the reservoir.  Excellent family-friendly community, minutes to Chinook Centre, Britannia Plaza, steps to the Glenmore reservoir, numerous parks, access to Glenmore Trail and a quick 6km drive to downtown.",Unfurnished,50.9957352,Long Term,https://www.rentfaster.ca/313599,-114.0942125,Suite 0,$2300.00,1766,0,,2020-04-01 10:01:31.082230,House,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,Immediate,2 ba,2 bd,,,$1995,"Gorgeous downtown condo with spectacular downtown and river views. This 2 bedroom + den has an open concept layout together with the dining room and living room with the kitchen boasting granite countertops, maple cabinets, black appliances and ceramic tile flooring. The rest of the unit has carpet throughout. Great size master bedroom with private balcony and en-suite bathroom. Another 3 piece bathroom located in the unit along with another good size bedroom. Underground parking stall, and building amenities such as a huge pool, exercise room, lounge room, hot tub and secure building access. Located just a few steps from the river pathways, C-train, Eau Claire, Kensington and Princess Island Park.

*Notice Regarding Virtual Showings*

Hope Street is aware that many renters prefer not to visit our properties during the coronavirus crisis, and we have prepared the following youtube virtual tour: 



Additionally, please note that we are happy to provide you with online applications and approvals so you will not be required to meet physically in person until you move in.",Unfurnished,51.0483595,12 months,https://www.rentfaster.ca/137435,-114.08489309999999,Suite 0,$1995.00,1076,0,,2020-04-01 10:02:31.793590,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,No Vacancy,2 ba,2 bd + den,,,$1000,"LIMITED TIME SPECIALS ON ONE BEDROOM/ONE DEN UNITS. ASK OUR LEASING AGENTS FOR MORE INFORMATION!

INCENTIVES TAILORED TO YOU!* INVENTIVE IKEA OFFER. 
Live the good life at your next downtown rental. Move in Now!
Live inspired at The Underwood with luxury suites, a rooftop patio & entertainment hub, community garden, world-class fitness facilities, and ease of access to the best your city has to offer - fitness, art, parks, restaurants and shops.
The Underwood offers 225 bright, beautifully designed, air-conditioned rental suites, complete with island kitchens, in-suite washer & dryer, Quartz countertops, stainless steel appliances, 9′ ceilings, and four luxury finishing packages.
The four premium finishing packages have been created to best fit your lifestyle. These sleek, attractive finishes are thoughtfully designed and carefully crafted to reflect function and quality, and personalize your space.


Floors 3-23 feature stainless steel appliances, luxury plank flooring, quartz counter tops and floor-to-ceiling glazing.
Floors 24-29 (+Townhouses) upgrade your unit and views, adding tiled bathrooms and luxurious black stainless steel appliances throughout. Steam showers are available in the Townhouses and J units. 

 
Let the light – and lights – in with floor-to-ceiling windows, showcasing spectacular and unobstructed west and south facing views of both the mountainscape and city – day and night.
The Building 
Picture waking to incredible views sprawled out from 9’ floor-to-ceiling windows. Enjoy the fantastic amenities offered throughout the building, and relax knowing that everything is looked after with onsite property management, a lifestyle curator, parcel delivery and secured access with controlled entry.
The 30th 
The 30th floor is your in-house fitness and entertainment hub, featuring excellent exercise facilities, including a gym and yoga room. Check out the wet bar/kitchen, entertainment lounge, rooftop patio and community garden. Enjoy the ease of everything you need right at home.
Market 
The market area is a premier, 8000 sq ft retail space on the main floor of the Underwood Tower. The market will incorporate unique food purveyors, independent producers, and/or local merchants highlighting the best of Calgary. More details to come!
The Underwood is at the epicenter of an iconic Calgary street transformed from its historic roots into a vibrant gathering place. Be a piece of your city. Make yourself at home. Find your next rental.
Live the good life at the Underwood.
VIEW VIRTUAL TOURS 
ALL RENTAL RATES POSTED ARE STARTING RENTAL RATES AND DO NOT INCLUDE PARKING.  
PARKING AND STORAGE ARE AVAILABLE AT AN EXTRA MONTHLY COST.  
INCENTIVES NOT AVAILABLE FOR FURNISHED UNITS. 
PRICING AND AVAILABILITY ARE SUBJECT TO CHANGE WITHOUT NOTICE.  E. & O.E.

BOOK YOUR TOUR TODAY. CONTACT OUR LEASING TEAM AT (403) 719-7775.",Unfurnished,51.0398526,Negotiable,https://www.rentfaster.ca/368446,-114.0665193,Suite 9,$3000.00,1225,9,,2020-04-01 10:03:32.833577,Apartment,J,"PREMIUM NW CORNER 2 BDRM, 2 BATH + DEN UNITS STARTING AT $3000",
,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$1999,"Executive condo in Encore Building, two bedroom ,two full bath,two living Room,face to golf Courseand downtown view, just minutes west of Downtown off Bow Trail.  Directly across from Westbrook Shopping mall Including Walmart, Safeway, banks, restaurants, Gold course,  gas stations and amenities, and Light Rail Transit. Incredible location in SW. 
A must see! You won't be disappointed. Please call or email for more information.",Unfurnished,51.0426342,Long Term,https://www.rentfaster.ca/119010,-114.1367612,Suite 0,$1999.00,,0,,2020-04-01 10:04:33.555500,Condo,,,
,,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,Immediate,2.5 ba,2 bd,,,$2200,"PARKDALE, Executive Town Home available May 1, 2020. If you need to be at home a lot these days you might as well be in a beautiful home!

This beautiful and highly desirable inner-city west location offers an immediate escape to the outdoors.  Enjoy a beautiful walk, run or bike ride along the Bow River, 5km from downtown, 5-minute walk to the Foothills Hospital, a 10-minute bike ride to the University of Calgary or Edworthy Park on the Bow, steps from one of the best cafes and ice cream shops in the city, a community farmers market every week ….and when you want to escape it all (including a pandemic :o) you can be on the highway heading west to the mountains in only a few minutes. It literally has it all!! Snow removal, lawn and yard care and security system included.

Overlooking the community park this inviting, modern, new construction two-story with single garage, open-concept main living plan beauty is bright and spacious.  It includes 2 bedrooms, 2.5 bathrooms, a large walk-in closet in each bedroom, 2nd-floor custom laundry, hardwood, carpet and tile flooring and a bright chef’s kitchen. 

Not suitable for pets or students and non-smoking. $ 2,200.00 unfurnished.
The property is currently for sale but will be taken off the market immediately once a suitable renter is found.
Call 10 am through 6 pm daily to schedule a private viewing. Interested parties will be qualified and references are required.  (403) 815-2753",Unfurnished,51.0595303,Long Term,https://www.rentfaster.ca/147724,-114.13635590000001,Suite 0,$2200.00,1550,0,,2020-04-01 10:05:34.553991,Townhouse,,,
